,speaker,minute,text,label,prob,sentiment
266,President Donald J. Trump,14:05,Are you saying you didn’t agree?,13,0.04292994,neutral
267,Vice President Joe Biden,14:06,I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.,1,0.33022866,anger
268,Vice President Joe Biden,14:06,I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.,7,0.23213398,disapproval
269,Vice President Joe Biden,14:06,I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.,2,0.17709444,annoyance
270,President Donald J. Trump,14:10,Not by much.,7,0.44995552,disapproval
271,President Donald J. Trump,14:10,Not by much.,6,0.13359499,disappointment
272,President Donald J. Trump,14:10,Not by much.,13,0.08600056,neutral
273,Vice President Joe Biden,14:10,I beat him by a whole hell of a lot.,1,0.4651946,anger
274,Vice President Joe Biden,14:10,I beat him by a whole hell of a lot.,2,0.21121618,annoyance
275,Vice President Joe Biden,14:10,I beat him by a whole hell of a lot.,6,0.06900769,disappointment
276,President Donald J. Trump,14:12,Not by much.,7,0.44995552,disapproval
277,President Donald J. Trump,14:12,Not by much.,6,0.13359499,disappointment
278,President Donald J. Trump,14:12,Not by much.,13,0.08600056,neutral
279,Vice President Joe Biden,14:12,"I’m here standing facing you, old buddy.",13,0.31269395,neutral
280,Vice President Joe Biden,14:12,"I’m here standing facing you, old buddy.",3,0.14033388,approval
281,Vice President Joe Biden,14:12,"I’m here standing facing you, old buddy.",15,0.0750854,realization
282,President Donald J. Trump,14:14,If Pocahontas would have left two days early you would have lost every primary.,16,0.21312289,sadness
283,President Donald J. Trump,14:14,If Pocahontas would have left two days early you would have lost every primary.,6,0.19937508,disappointment
284,President Donald J. Trump,14:14,If Pocahontas would have left two days early you would have lost every primary.,15,0.14756934,realization
285,Vice President Joe Biden,14:17,All he knows how to do-,13,0.24172768,neutral
286,Vice President Joe Biden,14:17,All he knows how to do-,4,0.18023913,confusion
287,Vice President Joe Biden,14:17,All he knows how to do-,5,0.14078352,curiosity
288,President Donald J. Trump,14:18,"On Super Tuesday, you got very lucky.",11,0.30599168,joy
289,President Donald J. Trump,14:18,"On Super Tuesday, you got very lucky.",0,0.14884268,admiration
290,President Donald J. Trump,14:18,"On Super Tuesday, you got very lucky.",8,0.13333808,excitement
291,Vice President Joe Biden,14:21,Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.,14,0.23346712,optimism
292,Vice President Joe Biden,14:21,Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.,11,0.18520917,joy
293,Vice President Joe Biden,14:21,Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.,0,0.15439488,admiration
294,President Donald J. Trump,14:23,With what?,5,0.45160845,curiosity
295,President Donald J. Trump,14:23,With what?,4,0.31207392,confusion
296,President Donald J. Trump,14:23,With what?,17,0.04855211,surprise
297,Vice President Joe Biden,14:23,And tonight I’m going to make sure.,14,0.32198846,optimism
298,Vice President Joe Biden,14:23,And tonight I’m going to make sure.,3,0.2090682,approval
299,Vice President Joe Biden,14:23,And tonight I’m going to make sure.,13,0.09276785,neutral
300,President Donald J. Trump,14:25,With what?,5,0.45160845,curiosity
301,President Donald J. Trump,14:25,With what?,4,0.31207392,confusion
302,President Donald J. Trump,14:25,With what?,17,0.04855211,surprise
303,Vice President Joe Biden,14:25,"Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar.",7,0.22187987,disapproval
304,Vice President Joe Biden,14:25,"Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar.",1,0.19985175,anger
305,Vice President Joe Biden,14:25,"Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar.",2,0.18059671,annoyance
306,President Donald J. Trump,14:34,"But you agree. Joe, you’re the liar. You graduated last in your class not first in your class.",7,0.19089243,disapproval
307,President Donald J. Trump,14:34,"But you agree. Joe, you’re the liar. You graduated last in your class not first in your class.",2,0.16873375,annoyance
308,President Donald J. Trump,14:34,"But you agree. Joe, you’re the liar. You graduated last in your class not first in your class.",1,0.1496185,anger
309,Vice President Joe Biden,14:41,"God, I want to make sure-",5,0.2408122,curiosity
310,Vice President Joe Biden,14:41,"God, I want to make sure-",14,0.18392101,optimism
311,Vice President Joe Biden,14:41,"God, I want to make sure-",8,0.08221283,excitement
312,Chris Wallace,14:43,"Mr. President, can you let him finish, sir?",5,0.54713887,curiosity
313,Chris Wallace,14:43,"Mr. President, can you let him finish, sir?",4,0.22634245,confusion
314,Chris Wallace,14:43,"Mr. President, can you let him finish, sir?",13,0.04588024,neutral
315,Vice President Joe Biden,14:44,"No, he doesn’t know how to do that.",7,0.40717354,disapproval
316,Vice President Joe Biden,14:44,"No, he doesn’t know how to do that.",4,0.1776705,confusion
317,Vice President Joe Biden,14:44,"No, he doesn’t know how to do that.",6,0.10075777,disappointment
318,President Donald J. Trump,14:46,"You’d be surprised. You’d be surprised. Go ahead, Joe.",17,0.5552814,surprise
319,President Donald J. Trump,14:46,"You’d be surprised. You’d be surprised. Go ahead, Joe.",5,0.0687081,curiosity
320,President Donald J. Trump,14:46,"You’d be surprised. You’d be surprised. Go ahead, Joe.",8,0.056077823,excitement
321,Vice President Joe Biden,14:47,"The wrong guy, the wrong night, at the wrong time.",6,0.227836,disappointment
322,Vice President Joe Biden,14:47,"The wrong guy, the wrong night, at the wrong time.",7,0.22073816,disapproval
323,Vice President Joe Biden,14:47,"The wrong guy, the wrong night, at the wrong time.",2,0.1388539,annoyance
324,President Donald J. Trump,14:51,"Listen, you agreed with Bernie Sanders and the manifesto.",3,0.41123357,approval
325,President Donald J. Trump,14:51,"Listen, you agreed with Bernie Sanders and the manifesto.",13,0.14071661,neutral
326,President Donald J. Trump,14:51,"Listen, you agreed with Bernie Sanders and the manifesto.",15,0.0869462,realization
327,Vice President Joe Biden,14:55,"There is no manifesto, number one.",7,0.44260454,disapproval
328,Vice President Joe Biden,14:55,"There is no manifesto, number one.",6,0.11273195,disappointment
329,Vice President Joe Biden,14:55,"There is no manifesto, number one.",13,0.089848906,neutral
330,Chris Wallace,14:57,"Please let him speak, Mr. President.",10,0.24975935,gratitude
331,Chris Wallace,14:57,"Please let him speak, Mr. President.",3,0.1131939,approval
332,Chris Wallace,14:57,"Please let him speak, Mr. President.",13,0.10378927,neutral
333,Vice President Joe Biden,14:58,Number two.,13,0.50431454,neutral
334,Vice President Joe Biden,14:58,Number two.,3,0.12155699,approval
335,Vice President Joe Biden,14:58,Number two.,15,0.057187196,realization
336,President Donald J. Trump,14:58,He just lost the left.,16,0.43182245,sadness
337,President Donald J. Trump,14:58,He just lost the left.,6,0.23505963,disappointment
338,President Donald J. Trump,14:58,He just lost the left.,15,0.09681844,realization
339,Vice President Joe Biden,14:59,Number two.,13,0.50431454,neutral
340,Vice President Joe Biden,14:59,Number two.,3,0.12155699,approval
341,Vice President Joe Biden,14:59,Number two.,15,0.057187196,realization
342,President Donald J. Trump,15:01,"You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk 00:15:10], they call it socialized medicine.",15,0.26774895,realization
343,President Donald J. Trump,15:01,"You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk 00:15:10], they call it socialized medicine.",3,0.18963173,approval
344,President Donald J. Trump,15:01,"You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk 00:15:10], they call it socialized medicine.",6,0.10463244,disappointment
345,Chris Wallace,15:13,Mr. President.,13,0.26092407,neutral
346,Chris Wallace,15:13,Mr. President.,0,0.23123063,admiration
347,Chris Wallace,15:13,Mr. President.,3,0.15343174,approval
348,Vice President Joe Biden,15:14,"I’ll tell you what, he is not for any help for people needing healthcare.",7,0.20595896,disapproval
349,Vice President Joe Biden,15:14,"I’ll tell you what, he is not for any help for people needing healthcare.",2,0.1375908,annoyance
350,Vice President Joe Biden,15:14,"I’ll tell you what, he is not for any help for people needing healthcare.",1,0.12738101,anger
351,President Donald J. Trump,15:20,"Who is, Bernie?",5,0.47965848,curiosity
352,President Donald J. Trump,15:20,"Who is, Bernie?",4,0.34023514,confusion
353,President Donald J. Trump,15:20,"Who is, Bernie?",13,0.040626332,neutral
354,Vice President Joe Biden,15:21,"Because he, in fact, already has costs 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away.",7,0.21369976,disapproval
355,Vice President Joe Biden,15:21,"Because he, in fact, already has costs 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away.",1,0.13987648,anger
356,Vice President Joe Biden,15:21,"Because he, in fact, already has costs 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away.",2,0.13226765,annoyance
357,President Donald J. Trump,15:41,"No, I want to give them better healthcare at a much lower price, because Obamacare is no good.",7,0.44423813,disapproval
358,President Donald J. Trump,15:41,"No, I want to give them better healthcare at a much lower price, because Obamacare is no good.",6,0.15281096,disappointment
359,President Donald J. Trump,15:41,"No, I want to give them better healthcare at a much lower price, because Obamacare is no good.",2,0.063238986,annoyance
360,Vice President Joe Biden,15:45,He doesn’t know how. He doesn’t know how to do that.,4,0.36407155,confusion
361,Vice President Joe Biden,15:45,He doesn’t know how. He doesn’t know how to do that.,7,0.2124439,disapproval
362,Vice President Joe Biden,15:45,He doesn’t know how. He doesn’t know how to do that.,6,0.07460919,disappointment
363,President Donald J. Trump,15:46,I’ve already fixed it.,3,0.25047126,approval
364,President Donald J. Trump,15:46,I’ve already fixed it.,13,0.20025948,neutral
365,President Donald J. Trump,15:46,I’ve already fixed it.,15,0.18515551,realization
366,Vice President Joe Biden,15:47,He has never offered a plan.,7,0.41648087,disapproval
367,Vice President Joe Biden,15:47,He has never offered a plan.,6,0.17317787,disappointment
368,Vice President Joe Biden,15:47,He has never offered a plan.,15,0.077576876,realization
369,President Donald J. Trump,15:49,"We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good.",7,0.3463946,disapproval
370,President Donald J. Trump,15:49,"We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good.",6,0.1858907,disappointment
371,President Donald J. Trump,15:49,"We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good.",15,0.09316174,realization
372,Chris Wallace,15:54,"Gentlemen, you realize if you’re both speaking at the same time. Let the President. Go ahead, sir.",13,0.17211343,neutral
373,Chris Wallace,15:54,"Gentlemen, you realize if you’re both speaking at the same time. Let the President. Go ahead, sir.",15,0.1649047,realization
374,Chris Wallace,15:54,"Gentlemen, you realize if you’re both speaking at the same time. Let the President. Go ahead, sir.",3,0.14319812,approval
375,President Donald J. Trump,15:59,"Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.",6,0.15534265,disappointment
376,President Donald J. Trump,15:59,"Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.",7,0.1278588,disapproval
377,President Donald J. Trump,15:59,"Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.",14,0.10988123,optimism
378,Chris Wallace,16:42,"I understand that, sir. But I have to give you roughly equal time.",3,0.32657626,approval
379,Chris Wallace,16:42,"I understand that, sir. But I have to give you roughly equal time.",15,0.21256615,realization
380,Chris Wallace,16:42,"I understand that, sir. But I have to give you roughly equal time.",13,0.106377594,neutral
381,President Donald J. Trump,16:45,Go ahead.,13,0.19118024,neutral
382,President Donald J. Trump,16:45,Go ahead.,14,0.15438922,optimism
383,President Donald J. Trump,16:45,Go ahead.,3,0.15023683,approval
384,Chris Wallace,16:45,"Please let the Vice President talk, sir.",10,0.32247502,gratitude
385,Chris Wallace,16:45,"Please let the Vice President talk, sir.",3,0.110785626,approval
386,Chris Wallace,16:45,"Please let the Vice President talk, sir.",13,0.09571834,neutral
387,President Donald J. Trump,16:47,Good.,0,0.5193949,admiration
388,President Donald J. Trump,16:47,Good.,10,0.15160146,gratitude
389,President Donald J. Trump,16:47,Good.,3,0.08237586,approval
390,Vice President Joe Biden,16:48,He has no plan for healthcare.,7,0.3815954,disapproval
391,Vice President Joe Biden,16:48,He has no plan for healthcare.,6,0.19908513,disappointment
392,Vice President Joe Biden,16:48,He has no plan for healthcare.,16,0.0741806,sadness
393,President Donald J. Trump,16:50,"Of course, we do.",3,0.45472798,approval
394,President Donald J. Trump,16:50,"Of course, we do.",13,0.12632237,neutral
395,President Donald J. Trump,16:50,"Of course, we do.",14,0.120740205,optimism
396,Chris Wallace,16:52,Please.,10,0.48576665,gratitude
397,Chris Wallace,16:52,Please.,16,0.059154466,sadness
398,Chris Wallace,16:52,Please.,3,0.054227695,approval
399,Vice President Joe Biden,16:52,"He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about. [crosstalk 00:17:14].",7,0.34078223,disapproval
400,Vice President Joe Biden,16:52,"He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about. [crosstalk 00:17:14].",6,0.14549513,disappointment
401,Vice President Joe Biden,16:52,"He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about. [crosstalk 00:17:14].",15,0.09814047,realization
402,Chris Wallace,17:13,"All right, I have one final question for you.",14,0.18156682,optimism
403,Chris Wallace,17:13,"All right, I have one final question for you.",5,0.18139546,curiosity
404,Chris Wallace,17:13,"All right, I have one final question for you.",3,0.16897652,approval
405,Vice President Joe Biden,17:15,Sure.,3,0.3600777,approval
406,Vice President Joe Biden,17:15,Sure.,13,0.18416514,neutral
407,Vice President Joe Biden,17:15,Sure.,0,0.102668636,admiration
408,Chris Wallace,17:16,"Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You call this a distraction by the President. But, in fact, it wasn’t brought up by the President. It was brought up by some of your Democratic colleagues in the Congress. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibuster or packing the court?",5,0.30459356,curiosity
409,Chris Wallace,17:16,"Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You call this a distraction by the President. But, in fact, it wasn’t brought up by the President. It was brought up by some of your Democratic colleagues in the Congress. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibuster or packing the court?",4,0.2975744,confusion
410,Chris Wallace,17:16,"Mr. Vice President, if Senate Republicans, we were talking originally about the Supreme Court here, if Senate Republicans go ahead and confirm Justice Barrett there has been talk about ending the filibuster or even packing the court, adding to the nine justices there. You call this a distraction by the President. But, in fact, it wasn’t brought up by the President. It was brought up by some of your Democratic colleagues in the Congress. So my question to you is, you have refused in the past to talk about it, are you willing to tell the American tonight whether or not you will support either ending the filibuster or packing the court?",7,0.085381344,disapproval
411,Vice President Joe Biden,17:55,"Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know strongly how you feel.",3,0.21188177,approval
412,Vice President Joe Biden,17:55,"Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know strongly how you feel.",14,0.18057247,optimism
413,Vice President Joe Biden,17:55,"Whatever position I take on that, that’ll become the issue. The issue is the American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know strongly how you feel.",13,0.1710532,neutral
414,President Donald J. Trump,18:05,Are you going to pack the court?,5,0.5194486,curiosity
415,President Donald J. Trump,18:05,Are you going to pack the court?,4,0.2944938,confusion
416,President Donald J. Trump,18:05,Are you going to pack the court?,13,0.046273645,neutral
417,Vice President Joe Biden,18:07,Vote now.,13,0.37587944,neutral
418,Vice President Joe Biden,18:07,Vote now.,3,0.14602385,approval
419,Vice President Joe Biden,18:07,Vote now.,14,0.07941462,optimism
420,President Donald J. Trump,18:08,Are you going to pack the court?,5,0.5194486,curiosity
421,President Donald J. Trump,18:08,Are you going to pack the court?,4,0.2944938,confusion
422,President Donald J. Trump,18:08,Are you going to pack the court?,13,0.046273645,neutral
423,Vice President Joe Biden,18:09,"Make sure you, in fact, let people know, your Senators.",3,0.24677666,approval
424,Vice President Joe Biden,18:09,"Make sure you, in fact, let people know, your Senators.",13,0.194579,neutral
425,Vice President Joe Biden,18:09,"Make sure you, in fact, let people know, your Senators.",14,0.17884701,optimism
426,President Donald J. Trump,18:12,He doesn’t want to answer the question.,7,0.4752467,disapproval
427,President Donald J. Trump,18:12,He doesn’t want to answer the question.,1,0.109035715,anger
428,President Donald J. Trump,18:12,He doesn’t want to answer the question.,6,0.09365449,disappointment
429,Vice President Joe Biden,18:17,I’m not going to answer the question.,7,0.4550248,disapproval
430,Vice President Joe Biden,18:17,I’m not going to answer the question.,6,0.12182291,disappointment
431,Vice President Joe Biden,18:17,I’m not going to answer the question.,1,0.10746377,anger
432,President Donald J. Trump,18:18,Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.,5,0.33058873,curiosity
433,President Donald J. Trump,18:18,Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.,4,0.22850564,confusion
434,President Donald J. Trump,18:18,Why wouldn’t you answer that question? You want to put a lot of new Supreme Court Justices. Radical left.,1,0.09679108,anger
435,Vice President Joe Biden,18:18,"Will you shut up, man?",5,0.31719285,curiosity
436,Vice President Joe Biden,18:18,"Will you shut up, man?",1,0.20563385,anger
437,Vice President Joe Biden,18:18,"Will you shut up, man?",4,0.1609123,confusion
438,President Donald J. Trump,18:20,"Listen, who is on your list, Joe? Who’s on your list?",5,0.5402653,curiosity
439,President Donald J. Trump,18:20,"Listen, who is on your list, Joe? Who’s on your list?",4,0.2802412,confusion
440,President Donald J. Trump,18:20,"Listen, who is on your list, Joe? Who’s on your list?",13,0.039111204,neutral
441,Chris Wallace,18:23,"Gentlemen, I think we’ve ended this-",4,0.2432675,confusion
442,Chris Wallace,18:23,"Gentlemen, I think we’ve ended this-",5,0.15933271,curiosity
443,Chris Wallace,18:23,"Gentlemen, I think we’ve ended this-",15,0.15646647,realization
444,Vice President Joe Biden,18:25,This is so un-Presidential.,7,0.31600788,disapproval
445,Vice President Joe Biden,18:25,This is so un-Presidential.,6,0.21995987,disappointment
446,Vice President Joe Biden,18:25,This is so un-Presidential.,2,0.1375602,annoyance
447,President Donald J. Trump,18:25,He’s going to pack the court. He is not going to give a list.,7,0.38046676,disapproval
448,President Donald J. Trump,18:25,He’s going to pack the court. He is not going to give a list.,1,0.12322188,anger
449,President Donald J. Trump,18:25,He’s going to pack the court. He is not going to give a list.,2,0.11188761,annoyance
450,Chris Wallace,18:27,We have ended the segment. We’re going to move on to the second segment.,14,0.17874695,optimism
451,Chris Wallace,18:27,We have ended the segment. We’re going to move on to the second segment.,13,0.16571209,neutral
452,Chris Wallace,18:27,We have ended the segment. We’re going to move on to the second segment.,3,0.1375547,approval
453,Vice President Joe Biden,18:30,"That was really a productive segment, wasn’t it? Keep yapping, man.",5,0.44264698,curiosity
454,Vice President Joe Biden,18:30,"That was really a productive segment, wasn’t it? Keep yapping, man.",4,0.11542085,confusion
455,Vice President Joe Biden,18:30,"That was really a productive segment, wasn’t it? Keep yapping, man.",17,0.084839724,surprise
456,President Donald J. Trump,18:35,"The people understand, Joe.",3,0.31313875,approval
457,President Donald J. Trump,18:35,"The people understand, Joe.",13,0.19580579,neutral
458,President Donald J. Trump,18:35,"The people understand, Joe.",15,0.17135923,realization
459,Vice President Joe Biden,18:37,They sure do.,3,0.39094347,approval
460,Vice President Joe Biden,18:37,They sure do.,13,0.162164,neutral
461,Vice President Joe Biden,18:37,They sure do.,0,0.13602147,admiration
462,President Donald J. Trump,18:37,"47 years, you’ve done nothing. They’re understand.",15,0.24655604,realization
463,President Donald J. Trump,18:37,"47 years, you’ve done nothing. They’re understand.",3,0.14618863,approval
464,President Donald J. Trump,18:37,"47 years, you’ve done nothing. They’re understand.",7,0.12473448,disapproval
465,Chris Wallace,18:40,"All right, the second subject is COVID-19, which is an awfully serious subject. So let’s try to be serious about it. We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died. Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward? In this case, the question goes to you first, sir. Two minutes, uninterrupted.",5,0.27034867,curiosity
466,Chris Wallace,18:40,"All right, the second subject is COVID-19, which is an awfully serious subject. So let’s try to be serious about it. We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died. Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward? In this case, the question goes to you first, sir. Two minutes, uninterrupted.",4,0.23935331,confusion
467,Chris Wallace,18:40,"All right, the second subject is COVID-19, which is an awfully serious subject. So let’s try to be serious about it. We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died. Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal. My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward? In this case, the question goes to you first, sir. Two minutes, uninterrupted.",7,0.061220177,disapproval
468,Vice President Joe Biden,19:33,"Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?",4,0.1316492,confusion
469,Vice President Joe Biden,19:33,"Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?",5,0.11210269,curiosity
470,Vice President Joe Biden,19:33,"Good luck. 200,000 dead. As you said, over seven million infected in the United States. We, in fact, have 4% of the world’s population, 20% of the deaths. 40,000 people a day are contracting COVID. In addition to that, about between 750 and 1000 people a day are dying. When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are. That’s why it is. The President has no plan. He hasn’t laid out anything. He knew all the way back in February how serious this crisis was. He knew it was a deadly disease. What did he do? He’s on tape as acknowledging he knew it. He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people. You don’t panic. He panicked. In addition to that, what did he do?",15,0.107919216,realization
471,Vice President Joe Biden,20:30,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was. He did not even ask Xi to do that.,7,0.21518229,disapproval
472,Vice President Joe Biden,20:30,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was. He did not even ask Xi to do that.,9,0.1738023,fear
473,Vice President Joe Biden,20:30,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was. He did not even ask Xi to do that.,1,0.09824254,anger
474,President Donald J. Trump,20:43,Wrong.,7,0.32983777,disapproval
475,President Donald J. Trump,20:43,Wrong.,6,0.20141304,disappointment
476,President Donald J. Trump,20:43,Wrong.,2,0.10045901,annoyance
477,Vice President Joe Biden,20:43,He told us what a great job Xi was doing. He said we owe him debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.,4,0.2508316,confusion
478,Vice President Joe Biden,20:43,He told us what a great job Xi was doing. He said we owe him debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.,5,0.22673568,curiosity
479,Vice President Joe Biden,20:43,He told us what a great job Xi was doing. He said we owe him debt of gratitude for being so transparent with us. And what did he do then? He then did nothing. He waited and waited and waited. He still doesn’t have a plan.,7,0.075247206,disapproval
480,President Donald J. Trump,20:57,Wrong.,7,0.32983777,disapproval
481,President Donald J. Trump,20:57,Wrong.,6,0.20141308,disappointment
482,President Donald J. Trump,20:57,Wrong.,2,0.10045904,annoyance
483,Chris Wallace,20:57,"Sir, it’s his two minutes.",13,0.3496162,neutral
484,Chris Wallace,20:57,"Sir, it’s his two minutes.",3,0.21170096,approval
485,Chris Wallace,20:57,"Sir, it’s his two minutes.",15,0.11008908,realization
486,President Donald J. Trump,20:57,It’s so wrong.,7,0.3253721,disapproval
487,President Donald J. Trump,20:57,It’s so wrong.,6,0.2423878,disappointment
488,President Donald J. Trump,20:57,It’s so wrong.,2,0.09489413,annoyance
489,Vice President Joe Biden,20:57,"I laid out back in March, exactly what we should be doing. And I laid out again in July, what we should be doing. We should be providing all the protective gear possible. We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open. Open schools cost a lot of money. You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.",14,0.26893318,optimism
