,speaker,minute,text,label,prob,sentiment
256,Savannah Guthrie,17:04,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",5,0.17238727,curiosity
257,Savannah Guthrie,17:04,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",7,0.11276039,disapproval
258,President Trump,17:24,"Oh, you always do this.",0,0.26810896,admiration
259,President Trump,17:24,"Oh, you always do this.",3,0.18731058,approval
260,President Trump,17:24,"Oh, you always do this.",11,0.12931803,joy
261,Savannah Guthrie,17:24,… you denounced white supremacy.,1,0.43996575,anger
262,Savannah Guthrie,17:24,… you denounced white supremacy.,2,0.20954067,annoyance
263,Savannah Guthrie,17:24,… you denounced white supremacy.,7,0.10553226,disapproval
264,President Trump,17:26,"No, you always do this.",7,0.42459655,disapproval
265,President Trump,17:26,"No, you always do this.",3,0.10589122,approval
266,President Trump,17:26,"No, you always do this.",13,0.08089725,neutral
267,Savannah Guthrie,17:26,My question to you is-,5,0.40974805,curiosity
268,Savannah Guthrie,17:26,My question to you is-,4,0.25943285,confusion
269,Savannah Guthrie,17:26,My question to you is-,13,0.10225139,neutral
270,President Trump,17:27,"You’ve done this to me, and everybody-",0,0.27069843,admiration
271,President Trump,17:27,"You’ve done this to me, and everybody-",3,0.20084108,approval
272,President Trump,17:27,"You’ve done this to me, and everybody-",13,0.092511676,neutral
273,Savannah Guthrie,17:27,… why does it seem like-,4,0.3874792,confusion
274,Savannah Guthrie,17:27,… why does it seem like-,5,0.38090795,curiosity
275,Savannah Guthrie,17:27,… why does it seem like-,13,0.036497604,neutral
276,President Trump,17:29,I denounce white supremacy. Okay?,5,0.321157,curiosity
277,President Trump,17:29,I denounce white supremacy. Okay?,4,0.18340516,confusion
278,President Trump,17:29,I denounce white supremacy. Okay?,1,0.11084149,anger
279,Savannah Guthrie,17:31,"You did, two days later.",3,0.24688195,approval
280,Savannah Guthrie,17:31,"You did, two days later.",13,0.22571157,neutral
281,Savannah Guthrie,17:31,"You did, two days later.",15,0.19055979,realization
282,President Trump,17:31,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",2,0.16938916,annoyance
283,President Trump,17:31,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",15,0.13806503,realization
284,President Trump,17:31,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",7,0.13299033,disapproval
285,Savannah Guthrie,17:48,"Well, so this is a little bit of a dodge.",15,0.20724735,realization
286,Savannah Guthrie,17:48,"Well, so this is a little bit of a dodge.",3,0.14076085,approval
287,Savannah Guthrie,17:48,"Well, so this is a little bit of a dodge.",7,0.12429563,disapproval
288,President Trump,17:48,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",5,0.3913386,curiosity
289,President Trump,17:48,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",4,0.20040308,confusion
290,President Trump,17:48,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",1,0.11950833,anger
291,Savannah Guthrie,17:53,Okay.,3,0.42504013,approval
292,Savannah Guthrie,17:53,Okay.,13,0.16947357,neutral
293,Savannah Guthrie,17:53,Okay.,0,0.086436674,admiration
294,President Trump,17:53,What’s your next question?,5,0.5243271,curiosity
295,President Trump,17:53,What’s your next question?,4,0.30884907,confusion
296,President Trump,17:53,What’s your next question?,13,0.0413012,neutral
297,Savannah Guthrie,17:55,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",4,0.4066887,confusion
298,Savannah Guthrie,17:55,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",5,0.21982017,curiosity
299,Savannah Guthrie,17:55,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",6,0.055832334,disappointment
300,President Trump,17:58,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",5,0.34300247,curiosity
301,President Trump,17:58,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",4,0.16363588,confusion
302,President Trump,17:58,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",2,0.08549023,annoyance
303,Savannah Guthrie,18:06,Okay.,3,0.42504013,approval
304,Savannah Guthrie,18:06,Okay.,13,0.16947357,neutral
305,Savannah Guthrie,18:06,Okay.,0,0.086436674,admiration
306,President Trump,18:06,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",5,0.25600198,curiosity
307,President Trump,18:06,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",1,0.17121586,anger
308,President Trump,18:06,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",4,0.16994207,confusion
309,Savannah Guthrie,18:15,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",2,0.15397078,annoyance
310,Savannah Guthrie,18:15,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",5,0.14082383,curiosity
311,Savannah Guthrie,18:15,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",7,0.13751139,disapproval
312,President Trump,18:34,"So, I know [crosstalk 00:18:35]-",15,0.2682875,realization
313,President Trump,18:34,"So, I know [crosstalk 00:18:35]-",3,0.19467129,approval
314,President Trump,18:34,"So, I know [crosstalk 00:18:35]-",13,0.16782533,neutral
315,Savannah Guthrie,18:34,… disavow QAnon-,7,0.3053833,disapproval
316,Savannah Guthrie,18:34,… disavow QAnon-,6,0.22404084,disappointment
317,Savannah Guthrie,18:34,… disavow QAnon-,16,0.11298984,sadness
318,President Trump,18:34,Yeah.,3,0.29146704,approval
319,President Trump,18:34,Yeah.,13,0.1732991,neutral
320,President Trump,18:34,Yeah.,11,0.14309832,joy
321,Savannah Guthrie,18:36,… in its entirety?,5,0.47252256,curiosity
322,Savannah Guthrie,18:36,… in its entirety?,4,0.30839315,confusion
323,Savannah Guthrie,18:36,… in its entirety?,13,0.061009455,neutral
324,President Trump,18:37,I know nothing about QAnon.,7,0.2266348,disapproval
325,President Trump,18:37,I know nothing about QAnon.,4,0.17870793,confusion
326,President Trump,18:37,I know nothing about QAnon.,15,0.14551298,realization
327,Savannah Guthrie,18:39,I just told you.,15,0.22862384,realization
328,Savannah Guthrie,18:39,I just told you.,13,0.20608394,neutral
329,Savannah Guthrie,18:39,I just told you.,3,0.12798436,approval
330,President Trump,18:41,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",7,0.18489556,disapproval
331,President Trump,18:41,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",1,0.11515597,anger
332,President Trump,18:41,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",2,0.099271044,annoyance
333,Savannah Guthrie,18:54,They believe that it is a Satanic cult run by the deep state.,3,0.11995823,approval
334,Savannah Guthrie,18:54,They believe that it is a Satanic cult run by the deep state.,1,0.11392198,anger
335,Savannah Guthrie,18:54,They believe that it is a Satanic cult run by the deep state.,13,0.11306748,neutral
336,President Trump,18:57,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",1,0.19932014,anger
337,President Trump,18:57,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",2,0.14777383,annoyance
338,President Trump,18:57,"… study the subject. I’ll tell you what I do know about. I know about Antifa, and I know about the radical left, and I know how violent they are and how vicious they are. And I know how they are burning down cities run by Democrats, not run by Republicans.",9,0.122418486,fear
339,Savannah Guthrie,19:09,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",2,0.259938,annoyance
340,Savannah Guthrie,19:09,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",1,0.1997787,anger
341,Savannah Guthrie,19:09,"Republican Senator Ben Sasse said, quote, “QAnon is nuts and real leaders call conspiracy theories, conspiracy theories.”",7,0.11721473,disapproval
342,President Trump,19:20,He may be right.,14,0.28509712,optimism
343,President Trump,19:20,He may be right.,3,0.22274658,approval
344,President Trump,19:20,He may be right.,0,0.0816868,admiration
345,Savannah Guthrie,19:20,"Why not just say, it’s crazy and not true?",5,0.33142376,curiosity
346,Savannah Guthrie,19:20,"Why not just say, it’s crazy and not true?",4,0.3159953,confusion
347,Savannah Guthrie,19:20,"Why not just say, it’s crazy and not true?",17,0.08286961,surprise
348,President Trump,19:20,Can I be honest? He may be right. I just don’t know about QAnon.,4,0.53484035,confusion
349,President Trump,19:20,Can I be honest? He may be right. I just don’t know about QAnon.,5,0.22820382,curiosity
350,President Trump,19:20,Can I be honest? He may be right. I just don’t know about QAnon.,7,0.04309921,disapproval
351,Savannah Guthrie,19:22,You do know.,13,0.2078856,neutral
352,Savannah Guthrie,19:22,You do know.,3,0.19931419,approval
353,Savannah Guthrie,19:22,You do know.,15,0.16333829,realization
354,President Trump,19:23,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",4,0.46825612,confusion
355,President Trump,19:23,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",7,0.15348083,disapproval
356,President Trump,19:23,"I don’t know. No, I don’t know. I don’t know. You tell me all about it.",5,0.08611371,curiosity
357,Savannah Guthrie,19:28,Let me ask you another thing.,5,0.41956988,curiosity
358,Savannah Guthrie,19:28,Let me ask you another thing.,4,0.19382875,confusion
359,Savannah Guthrie,19:28,Let me ask you another thing.,13,0.082787156,neutral
360,President Trump,19:28,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,1,0.37733853,anger
361,President Trump,19:28,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,2,0.24913532,annoyance
362,President Trump,19:28,Let’s waste the whole show. You start off with white supremacy. I denounce it. You start off with something else. Let’s go. Keep asking me these questions. But let me just-,7,0.11075274,disapproval
363,Savannah Guthrie,19:37,"Okay, I do have one more in this vein.",3,0.3674715,approval
364,Savannah Guthrie,19:37,"Okay, I do have one more in this vein.",15,0.160045,realization
365,Savannah Guthrie,19:37,"Okay, I do have one more in this vein.",13,0.14859676,neutral
366,President Trump,19:39,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",3,0.38199496,approval
367,President Trump,19:39,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",15,0.10615592,realization
368,President Trump,19:39,"… let me just tell you. What I do hear about it, is they are very strongly against pedophilia. And I agree with that. I mean, I do agree with that-",13,0.09795877,neutral
369,Savannah Guthrie,19:45,Okay.,3,0.42504013,approval
370,Savannah Guthrie,19:45,Okay.,13,0.16947357,neutral
371,Savannah Guthrie,19:45,Okay.,0,0.086436674,admiration
372,President Trump,19:45,… and I agree with it very strongly.,3,0.46008998,approval
373,President Trump,19:45,… and I agree with it very strongly.,0,0.11627229,admiration
374,President Trump,19:45,… and I agree with it very strongly.,13,0.086151436,neutral
375,Savannah Guthrie,19:45,But there’s not a Satanic pedophile cult being run by-,7,0.4566293,disapproval
376,Savannah Guthrie,19:45,But there’s not a Satanic pedophile cult being run by-,2,0.087333165,annoyance
377,Savannah Guthrie,19:45,But there’s not a Satanic pedophile cult being run by-,15,0.07720729,realization
378,President Trump,19:49,I have no idea. I know nothing about them.,4,0.48847845,confusion
379,President Trump,19:49,I have no idea. I know nothing about them.,7,0.14150953,disapproval
380,President Trump,19:49,I have no idea. I know nothing about them.,5,0.058151945,curiosity
381,Savannah Guthrie,19:52,You don’t know that? Okay.,4,0.43459526,confusion
382,Savannah Guthrie,19:52,You don’t know that? Okay.,5,0.2969732,curiosity
383,Savannah Guthrie,19:52,You don’t know that? Okay.,13,0.055626255,neutral
384,President Trump,19:52,"No, I don’t know that.",7,0.36886486,disapproval
385,President Trump,19:52,"No, I don’t know that.",4,0.2448855,confusion
386,President Trump,19:52,"No, I don’t know that.",6,0.060030248,disappointment
387,Savannah Guthrie,19:52,"You, just this week-",13,0.27172983,neutral
388,Savannah Guthrie,19:52,"You, just this week-",8,0.19027987,excitement
389,Savannah Guthrie,19:52,"You, just this week-",11,0.11321357,joy
390,President Trump,19:55,"And neither do you, know that.",7,0.34619042,disapproval
391,President Trump,19:55,"And neither do you, know that.",13,0.11553174,neutral
392,President Trump,19:55,"And neither do you, know that.",4,0.114674315,confusion
393,Savannah Guthrie,19:55,"Okay. Just this week, you retweeted-",3,0.27108148,approval
394,Savannah Guthrie,19:55,"Okay. Just this week, you retweeted-",13,0.18048587,neutral
395,Savannah Guthrie,19:55,"Okay. Just this week, you retweeted-",15,0.10974287,realization
396,President Trump,19:58,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,5,0.42190093,curiosity
397,President Trump,19:58,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,4,0.29964933,confusion
398,President Trump,19:58,Why aren’t you asking me about Antifa? Why aren’t you asking me about the radical left?,1,0.06318291,anger
399,Savannah Guthrie,20:00,"Because you just, because you’re volunteering it.",3,0.290257,approval
400,Savannah Guthrie,20:00,"Because you just, because you’re volunteering it.",13,0.23410879,neutral
401,Savannah Guthrie,20:00,"Because you just, because you’re volunteering it.",15,0.11320015,realization
402,President Trump,20:02,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",5,0.3906042,curiosity
403,President Trump,20:02,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",4,0.30550227,confusion
404,President Trump,20:02,"Why aren’t you asking Joe Biden questions about, why doesn’t he condemn Antifa? Why does he say it doesn’t exist?",1,0.06967239,anger
405,Savannah Guthrie,20:08,"Because you’re here, before me.",13,0.34483144,neutral
406,Savannah Guthrie,20:08,"Because you’re here, before me.",3,0.12249476,approval
407,Savannah Guthrie,20:08,"Because you’re here, before me.",15,0.09604327,realization
408,President Trump,20:09,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",0,0.20442367,admiration
409,President Trump,20:09,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",12,0.08795673,love
410,President Trump,20:09,"Antifa, no, excuse me. That’s so cute. Antifa exists. They’re vicious, they’re violent. They kill people, and they’re burning down our cities. And they happen to be radical left.",7,0.08638747,disapproval
411,Savannah Guthrie,20:20,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",5,0.32068187,curiosity
412,Savannah Guthrie,20:20,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",1,0.18225466,anger
413,Savannah Guthrie,20:20,"Just this week, you retweeted to your 87 million followers, a conspiracy theory that Joe Biden orchestrated to have SEAL Team Six, the Navy SEAL Team Six, killed to cover up the fake death of Bin Laden. Now, why would you send a lie like that to your followers?",4,0.12719366,confusion
414,President Trump,20:35,"I know nothing about it, can I [crosstalk 00:20:36]-",4,0.48242387,confusion
415,President Trump,20:35,"I know nothing about it, can I [crosstalk 00:20:36]-",5,0.14421913,curiosity
416,President Trump,20:35,"I know nothing about it, can I [crosstalk 00:20:36]-",7,0.08789748,disapproval
417,Savannah Guthrie,20:35,You retweeted it.,13,0.34328896,neutral
418,Savannah Guthrie,20:35,You retweeted it.,3,0.17172678,approval
419,Savannah Guthrie,20:35,You retweeted it.,15,0.13535784,realization
420,President Trump,20:38,That was a retweet. That was an opinion of somebody-,15,0.247123,realization
421,President Trump,20:38,That was a retweet. That was an opinion of somebody-,13,0.2167508,neutral
422,President Trump,20:38,That was a retweet. That was an opinion of somebody-,3,0.18883128,approval
423,Savannah Guthrie,20:40,But-,13,0.2555424,neutral
424,Savannah Guthrie,20:40,But-,15,0.14276886,realization
425,Savannah Guthrie,20:40,But-,7,0.14212915,disapproval
426,President Trump,20:41,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,7,0.41117412,disapproval
427,President Trump,20:41,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,6,0.09918188,disappointment
428,President Trump,20:41,…. and that was a retweet. I’ll put it out there. People can decide for themselves. I don’t take a position.,2,0.083658785,annoyance
429,Savannah Guthrie,20:46,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",7,0.49151507,disapproval
430,Savannah Guthrie,20:46,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",2,0.10650891,annoyance
431,Savannah Guthrie,20:46,"I don’t get that, you’re the President. You’re not like, someone’s crazy uncle who can just-",6,0.065809675,disappointment
432,President Trump,20:47,"No, no. No, no.",7,0.5293126,disapproval
433,President Trump,20:47,"No, no. No, no.",6,0.08697356,disappointment
434,President Trump,20:47,"No, no. No, no.",2,0.061651297,annoyance
435,Savannah Guthrie,20:47,"… retweet, whatever.",13,0.24404575,neutral
436,Savannah Guthrie,20:47,"… retweet, whatever.",5,0.14990413,curiosity
437,Savannah Guthrie,20:47,"… retweet, whatever.",1,0.12656258,anger
438,President Trump,20:47,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",7,0.28902286,disapproval
439,President Trump,20:47,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",6,0.23238255,disappointment
440,President Trump,20:47,"That was a retweet. And I do a lot of retweets. And frankly, because the media is so fake, and so corrupt, if I didn’t have social media… I don’t call it Twitter, I call it social media. I wouldn’t be able to get the word out. And the word is-",2,0.0968894,annoyance
441,Savannah Guthrie,21:03,"Well, the word is false.",7,0.3313265,disapproval
442,Savannah Guthrie,21:03,"Well, the word is false.",6,0.14774677,disappointment
443,Savannah Guthrie,21:03,"Well, the word is false.",2,0.12795317,annoyance
444,President Trump,21:04,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",5,0.2419037,curiosity
445,President Trump,21:04,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",0,0.14859836,admiration
446,President Trump,21:04,"… and you know what the word is? The word is very simple. We’re building our country, stronger and better than it’s ever been before.",3,0.11425021,approval
447,Savannah Guthrie,21:10,Let’s stop-,1,0.28858793,anger
448,Savannah Guthrie,21:10,Let’s stop-,2,0.2064918,annoyance
449,Savannah Guthrie,21:10,Let’s stop-,7,0.16772519,disapproval
450,President Trump,21:11,And that’s what’s happening. And everybody knows it.,15,0.22107123,realization
451,President Trump,21:11,And that’s what’s happening. And everybody knows it.,13,0.18903357,neutral
452,President Trump,21:11,And that’s what’s happening. And everybody knows it.,3,0.1671886,approval
453,Savannah Guthrie,21:12,"Okay, we’ve got a bunch of questions for you.",5,0.39684233,curiosity
454,Savannah Guthrie,21:12,"Okay, we’ve got a bunch of questions for you.",4,0.18156968,confusion
455,Savannah Guthrie,21:12,"Okay, we’ve got a bunch of questions for you.",13,0.076388724,neutral
456,President Trump,21:14,You know what else the word is? We’re winning in a lot of states.,5,0.31044474,curiosity
457,President Trump,21:14,You know what else the word is? We’re winning in a lot of states.,0,0.107009396,admiration
458,President Trump,21:14,You know what else the word is? We’re winning in a lot of states.,4,0.098695084,confusion
459,Savannah Guthrie,21:15,Okay.,3,0.42504013,approval
460,Savannah Guthrie,21:15,Okay.,13,0.16947357,neutral
461,Savannah Guthrie,21:15,Okay.,0,0.086436674,admiration
462,President Trump,21:16,We’re winning in a lot of States. You’re going to see that.,8,0.23389736,excitement
463,President Trump,21:16,We’re winning in a lot of States. You’re going to see that.,14,0.21768509,optimism
464,President Trump,21:16,We’re winning in a lot of States. You’re going to see that.,11,0.13475367,joy
465,Savannah Guthrie,21:17,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",10,0.19677918,gratitude
466,Savannah Guthrie,21:17,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",5,0.11190478,curiosity
467,Savannah Guthrie,21:17,"Well, let me ask… Okay. I’m glad you brought up the election, because I do want to ask about that. That’s another kind of leftover item. A lot of people have asked you, will you accept a peaceful transfer of power? You have said, repeatedly, “The only way we lose this election is, if it is rigged.” Now, that is simply not true. The fact is, either candidate can lose fair and square, without ballot fraud.",4,0.10186197,confusion
468,President Trump,21:38,"Sure, they can. And do you know what?",5,0.41488385,curiosity
469,President Trump,21:38,"Sure, they can. And do you know what?",4,0.2492992,confusion
470,President Trump,21:38,"Sure, they can. And do you know what?",13,0.08356053,neutral
471,Savannah Guthrie,21:39,"So, will you accept the results of the election?",5,0.54835165,curiosity
472,Savannah Guthrie,21:39,"So, will you accept the results of the election?",4,0.27882406,confusion
473,Savannah Guthrie,21:39,"So, will you accept the results of the election?",13,0.046195835,neutral
474,President Trump,21:40,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",5,0.2526946,curiosity
475,President Trump,21:40,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",13,0.1308489,neutral
476,President Trump,21:40,"Win or lose, that’s the way I want it to be. But when I see thousands of ballots, right? Unsolicited ballots, being given out by the millions, and thousands of them are dumped in dumpsters. And when you see ballots with the name Trump, military ballots, from our great military. And they’re dumped in garbage cans-",4,0.10605107,confusion
477,Savannah Guthrie,21:59,"That is a handful… We could go all night, which we won’t.",7,0.20738186,disapproval
478,Savannah Guthrie,21:59,"That is a handful… We could go all night, which we won’t.",14,0.17807145,optimism
479,Savannah Guthrie,21:59,"That is a handful… We could go all night, which we won’t.",6,0.12104186,disappointment
480,President Trump,22:01,"No, no, it’s happening every day.",7,0.41547465,disapproval
481,President Trump,22:01,"No, no, it’s happening every day.",15,0.09336022,realization
482,President Trump,22:01,"No, no, it’s happening every day.",13,0.09088127,neutral
483,Savannah Guthrie,22:03,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",15,0.18055178,realization
484,Savannah Guthrie,22:03,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",3,0.15758209,approval
485,Savannah Guthrie,22:03,"But, we could go all night, one by one. A single case, a single day. You’re talking about 150 million votes. Your own FBI director says, there is no evidence of widespread fraud.",14,0.14287637,optimism
486,President Trump,22:11,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",7,0.19338535,disapproval
487,President Trump,22:11,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",6,0.16979058,disappointment
488,President Trump,22:11,"Oh, really? Well, then he’s not doing a very good job. All you have to do is pick up the papers every day. 50,000 in Ohio, the great state of Ohio. 50,000 in another location, I think North Carolina. 500,000 applications in Virginia. No, no, there’s a tremendous problem.",4,0.14855048,confusion
489,President Trump,22:29,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",5,0.27623317,curiosity
490,President Trump,22:29,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",4,0.2390094,confusion
491,President Trump,22:29,"But let me just tell you, they talk about the peaceful transfer, right? They spied on my campaign and they got caught. And they spied heavily, on my campaign. And they tried to take down a duly elected sitting president. And then, they talk about, “Will you accept a peaceful transfer?” And the answer is, yes, I will. But I want it to be an honest election. And so does everybody else. When I see thousands of ballots dumped in a garbage can, and they happen to have my name on it? I’m not happy about that.",7,0.11289972,disapproval
492,Savannah Guthrie,22:57,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",7,0.3346621,disapproval
493,Savannah Guthrie,22:57,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",6,0.12656826,disappointment
494,Savannah Guthrie,22:57,"Okay, but just… Those are case, there is no, there is in fact, no evidence of widespread fraud. And you are sowing doubt about our democracy.",4,0.11197723,confusion
495,President Trump,23:05,"Could I ask you, how can you say that?",5,0.51070005,curiosity
496,President Trump,23:05,"Could I ask you, how can you say that?",4,0.31598204,confusion
497,President Trump,23:05,"Could I ask you, how can you say that?",13,0.030763187,neutral
498,Savannah Guthrie,23:07,Our democracy.,3,0.27321675,approval
499,Savannah Guthrie,23:07,Our democracy.,0,0.23217228,admiration
500,Savannah Guthrie,23:07,Our democracy.,13,0.15081398,neutral
501,President Trump,23:07,How can you say that? You do read newspapers?,5,0.4604452,curiosity
